-0.01946171	-0.04726592	0.040740624	0.10055783	0.021842053	-0.039472595	0.03597957	-0.063863225	0.022366855	-0.012926036	0.055015225	0.033791807	-0.014289096	0.0016072796	0.06714264	-0.10381259
-0.01917017	-0.093582556	0.00771726	0.05654602	-0.03676954	0.021749282	0.02502988	-0.0539703	0.02208679	-0.022877196	0.09333921	-0.031549938	-0.019585093	0.00930454	0.010495675	-0.032670826
-0.032265995	0.005893204	0.07811145	0.017727282	-0.03979451	0.0039580218	0.1317902	-0.1002625	0.033539724	-0.057059593	0.13195778	-0.06829829	-0.0016443316	0.010416452	0.0051684137	-0.10171618
-0.0016443282	-0.04788529	0.06444837	0.05678294	-0.019832812	-0.026871894	0.106640406	-0.0371847	0.03135867	0.035563257	0.083767876	-0.0021202774	0.06621831	0.0047719986	0.028393164	-0.08602318
0.042973917	-0.031398583	0.010721334	0.015351176	0.021074833	-0.034933638	0.04878515	-0.024813337	0.020956889	0.05324147	0.0477746	-0.0035568492	-0.03875728	-0.042826854	-0.013853473	-0.11220655
-0.030162428	-0.011412456	0.013418271	0.017821662	0.032661993	-0.041492686	0.033753324	-0.028635513	-0.110417835	-0.038685203	0.051136307	0.011606283	0.019823927	-0.04266182	-0.013855581	-0.09168686
0.024503443	-0.0030708567	0.06474673	0.04715358	-0.019864429	-0.014020454	0.044845734	-0.04170543	0.052531283	-0.040190022	0.1762288	-0.06683451	-0.018416364	-0.015566955	-0.016213773	-0.09059514
-0.03949931	-0.030937284	0.09251845	-0.0031910567	-0.0020640742	-0.005854908	0.04709549	-0.05857706	-0.0324149	-0.018475596	0.11967959	0.017784912	-0.031702112	-0.0009552923	0.03254716	-0.056148026
-0.005601691	-0.0097039845	-0.029997176	0.086215615	-0.048313715	-0.006699585	0.056229003	-0.0071348078	-0.07157783	0.045862895	0.16394952	-0.017525455	0.043839134	-0.036074918	0.040456925	-0.0129579315
0.025309749	0.025953492	0.019145606	0.0018292653	-0.057665933	-0.024100268	0.112270154	-0.013640436	0.024497168	-0.034408037	0.113225	0.03234495	0.0033827887	-0.046749767	-0.07361165	-0.0002707157
0.047414403	-0.10635407	-0.0012398254	0.011038492	-0.07954346	-0.021330135	0.052175347	-0.09710905	0.022908593	-0.10939716	0.08018128	0.020955525	-0.038785305	0.06332329	-0.044627525	0.0022696333
